id,train_raw,station_raw,distance_raw,address_raw,price_raw,space_raw,room_raw,from_raw,contract_taw,type_raw,station,train,distance,price,space,room,from
1,湘南新宿ライン宇須,保土ヶ谷,バス,西区元久保町,21万円,60〜80m²,3LDK,1983年から,2013年4月〜,二種中高層,99,1,5,21,4,3,1983
2,東海道本線,川崎,徒歩15分以内,鶴見区尻手,35万円,60〜80m²,2SLDK,2000年から,2013年4月〜,準工業,9,2,3,35,4,2,2000
3,東海道本線,川崎,バス,鶴見区朝日町,19万円,60〜80m²,3LDK,1982年から,2013年7月〜,準工業,9,2,5,19,4,3,1982
4,東海道本線,横浜,徒歩5分以内,神奈川区金港町,92万円,60〜80m²,2LDK,2006年から,2013年10月〜,工業,19,2,1,92,4,2,2006
5,東海道本線,横浜,徒歩5分以内,神奈川区金港町,98万円,60〜80m²,2LDK,2006年から,2014年1月〜,工業,19,2,1,98,4,2,2006
6,東海道本線,横浜,徒歩5分以内,神奈川区金港町,103万円,60〜80m²,2LDK,2006年から,2014年1月〜,工業,19,2,1,103,4,2,2006
7,東海道本線,横浜,徒歩5分以内,神奈川区金港町,127万円,80〜100m²,2LDK,2006年から,2013年1月〜,工業,19,2,1,127,5,2,2006
8,東海道本線,横浜,徒歩5分以内,神奈川区金港町,137万円,80〜100m²,2LDK,2006年から,2013年4月〜,工業,19,2,1,137,5,2,2006
9,東海道本線,横浜,徒歩5分以内,神奈川区台町,26万円,20〜40m²,ワンルーム,1981年から,2014年1月〜,商業,19,2,1,26,2,1,1981
10,東海道本線,横浜,徒歩5分以内,神奈川区台町,27万円,20〜40m²,ワンルーム,1981年から,2014年1月〜,商業,19,2,1,27,2,1,1981
11,東海道本線,横浜,徒歩5分以内,神奈川区台町,27万円,20〜40m²,ワンルーム,1981年から,2013年10月〜,商業,19,2,1,27,2,1,1981
12,東海道本線,横浜,徒歩5分以内,神奈川区台町,30万円,20〜40m²,ワンルーム,1981年から,2013年10月〜,商業,19,2,1,30,2,1,1981
13,東海道本線,横浜,徒歩5分以内,西区高島,28万円,20〜40m²,ワンルーム,1977年から,2013年4月〜,商業,19,2,1,28,2,1,1977
14,東海道本線,横浜,徒歩5分以内,西区高島,35万円,0〜20m²,ワンルーム,1977年から,2014年1月〜,商業,19,2,1,35,1,1,1977
15,東海道本線,横浜,徒歩5分以内,西区高島,37万円,0〜20m²,ワンルーム,1977年から,2013年4月〜,商業,19,2,1,37,1,1,1977
16,東海道本線,横浜,徒歩5分以内,西区高島,89万円,60〜80m²,2SLDK,2006年から,2013年10月〜,商業,19,2,1,89,4,2,2006
17,東海道本線,横浜,徒歩5分以内,西区高島,90万円,60〜80m²,2SLDK,2006年から,2013年10月〜,商業,19,2,1,90,4,2,2006
18,東海道本線,横浜,徒歩5分以内,西区高島,91万円,60〜80m²,2SLDK,2006年から,2014年1月〜,商業,19,2,1,91,4,2,2006
19,東海道本線,横浜,徒歩5分以内,西区高島,93万円,40〜60m²,1LDK,2006年から,2013年10月〜,商業,19,2,1,93,3,1,2006
20,東海道本線,横浜,徒歩5分以内,西区高島,93万円,80〜100m²,3SLDK,2006年から,2014年1月〜,商業,19,2,1,93,5,3,2006
21,東海道本線,横浜,徒歩5分以内,西区高島,105万円,60〜80m²,2SLDK,2006年から,2013年10月〜,商業,19,2,1,105,4,2,2006
22,東海道本線,横浜,徒歩5分以内,西区平沼,44万円,60〜80m²,3LDK,1979年から,2014年1月〜,商業,19,2,1,44,4,3,1979
23,東海道本線,横浜,徒歩10分以内,神奈川区大野町,87万円,80〜100m²,3LDK,2008年から,2013年4月〜,工業,19,2,2,87,5,3,2008
24,東海道本線,横浜,徒歩10分以内,神奈川区大野町,95万円,60〜80m²,1LDK,2008年から,2013年10月〜,工業,19,2,2,95,4,1,2008
25,東海道本線,横浜,徒歩10分以内,神奈川区金港町,91万円,80〜100m²,2LDK,2007年から,2013年4月〜,工業,19,2,2,91,5,2,2007
26,東海道本線,横浜,徒歩10分以内,神奈川区金港町,96万円,60〜80m²,2LDK,2007年から,2013年4月〜,工業,19,2,2,96,4,2,2007
27,東海道本線,横浜,徒歩10分以内,神奈川区金港町,105万円,80〜100m²,2LDK,2007年から,2014年1月〜,工業,19,2,2,105,5,2,2007
28,東海道本線,横浜,徒歩10分以内,神奈川区栄町,42万円,60〜80m²,2LDK,1999年から,2013年4月〜,商業,19,2,2,42,4,2,1999
29,東海道本線,横浜,徒歩10分以内,神奈川区栄町,52万円,40〜60m²,1LDK,2001年から,2013年7月〜,商業,19,2,2,52,3,1,2001
30,東海道本線,横浜,徒歩10分以内,神奈川区栄町,60万円,20〜40m²,1DK,2001年から,2013年7月〜,商業,19,2,2,60,2,1,2001
31,東海道本線,横浜,徒歩10分以内,神奈川区栄町,61万円,80〜100m²,3SLDK,1993年から,2013年7月〜,-,19,2,2,61,5,3,1993
32,東海道本線,横浜,徒歩10分以内,神奈川区栄町,68万円,60〜80m²,1SLDK,2000年から,2013年4月〜,商業,19,2,2,68,4,1,2000
33,東海道本線,横浜,徒歩10分以内,神奈川区栄町,68万円,60〜80m²,2LDK,2002年から,2013年10月〜,工業,19,2,2,68,4,2,2002
34,東海道本線,横浜,徒歩10分以内,神奈川区栄町,68万円,60〜80m²,2LDK,2000年から,2013年7月〜,工業,19,2,2,68,4,2,2000
35,東海道本線,横浜,徒歩10分以内,神奈川区栄町,69万円,60〜80m²,2LDK,2000年から,2013年10月〜,工業,19,2,2,69,4,2,2000
36,東海道本線,横浜,徒歩10分以内,神奈川区栄町,70万円,80〜100m²,2LDK,2000年から,2013年7月〜,工業,19,2,2,70,5,2,2000
37,東海道本線,横浜,徒歩10分以内,神奈川区高島台,71万円,60〜80m²,3LDK,2008年から,2014年1月〜,二種中高層,19,2,2,71,4,3,2008
38,東海道本線,横浜,徒歩10分以内,神奈川区高島台,76万円,60〜80m²,2LDK,2008年から,2013年7月〜,二種中高層,19,2,2,76,4,2,2008
39,東海道本線,横浜,徒歩10分以内,神奈川区高島台,80万円,60〜80m²,3LDK,2008年から,2014年1月〜,二種中高層,19,2,2,80,4,3,2008
40,東海道本線,横浜,徒歩10分以内,神奈川区台町,23万円,100〜120m²,5SLDK,1973年から,2013年4月〜,商業,19,2,2,23,6,5,1973
41,東海道本線,横浜,徒歩10分以内,神奈川区台町,29万円,40〜60m²,2LDK,1978年から,2013年4月〜,商業,19,2,2,29,3,2,1978
42,東海道本線,横浜,徒歩10分以内,神奈川区台町,41万円,20〜40m²,ワンルーム,1992年から,2013年7月〜,商業,19,2,2,41,2,1,1992
43,東海道本線,横浜,徒歩10分以内,神奈川区台町,43万円,40〜60m²,1LDK,1992年から,2014年1月〜,商業,19,2,2,43,3,1,1992
44,東海道本線,横浜,徒歩10分以内,神奈川区台町,50万円,60〜80m²,3LDK,1992年から,2013年4月〜,商業,19,2,2,50,4,3,1992
45,東海道本線,横浜,徒歩10分以内,神奈川区台町,51万円,60〜80m²,3LDK,1998年から,2013年4月〜,商業,19,2,2,51,4,3,1998
46,東海道本線,横浜,徒歩10分以内,神奈川区台町,54万円,60〜80m²,3LDK,2002年から,2013年1月〜,商業,19,2,2,54,4,3,2002
47,東海道本線,横浜,徒歩10分以内,神奈川区鶴屋町,28万円,20〜40m²,ワンルーム,1980年から,2013年10月〜,商業,19,2,2,28,2,1,1980
48,東海道本線,横浜,徒歩10分以内,西区岡野,40万円,40〜60m²,1LDK,2000年から,2014年1月〜,一種住居,19,2,2,40,3,1,2000
49,東海道本線,横浜,徒歩10分以内,西区北幸,47万円,60〜80m²,2LDK,1999年から,2013年4月〜,商業,19,2,2,47,4,2,1999
50,東海道本線,横浜,徒歩10分以内,西区楠町,29万円,60〜80m²,1LDK,1980年から,2013年10月〜,-,19,2,2,29,4,1,1980
51,東海道本線,横浜,徒歩10分以内,西区楠町,58万円,20〜40m²,1DK,2003年から,2014年1月〜,商業,19,2,2,58,2,1,2003
52,東海道本線,横浜,徒歩10分以内,西区楠町,65万円,100〜120m²,3LDK,2001年から,2013年10月〜,商業,19,2,2,65,6,3,2001
53,東海道本線,横浜,徒歩10分以内,西区楠町,68万円,60〜80m²,3LDK,2001年から,2013年7月〜,商業,19,2,2,68,4,3,2001
54,東海道本線,横浜,徒歩10分以内,西区桜木町,43万円,20〜40m²,ワンルーム,2003年から,2013年4月〜,商業,19,2,2,43,2,1,2003
55,東海道本線,横浜,徒歩10分以内,西区桜木町,45万円,40〜60m²,1LDK,2003年から,2013年4月〜,商業,19,2,2,45,3,1,2003
56,東海道本線,横浜,徒歩10分以内,西区桜木町,49万円,40〜60m²,2LDK,2003年から,2013年10月〜,商業,19,2,2,49,3,2,2003
57,東海道本線,横浜,徒歩10分以内,西区高島,56万円,80〜100m²,4LDK,2006年から,2013年4月〜,商業,19,2,2,56,5,4,2006
58,東海道本線,横浜,徒歩10分以内,西区高島,59万円,40〜60m²,2LDK,2004年から,2013年7月〜,商業,19,2,2,59,3,2,2004
59,東海道本線,横浜,徒歩10分以内,西区高島,60万円,40〜60m²,2LDK,2004年から,2014年1月〜,商業,19,2,2,60,3,2,2004
60,東海道本線,横浜,徒歩10分以内,西区高島,60万円,60〜80m²,2LDK,2004年から,2013年7月〜,商業,19,2,2,60,4,2,2004
61,東海道本線,横浜,徒歩10分以内,西区高島,62万円,40〜60m²,2LDK,2006年から,2014年1月〜,商業,19,2,2,62,3,2,2006
62,東海道本線,横浜,徒歩10分以内,西区西平沼町,53万円,80〜100m²,3LDK,2004年から,2013年4月〜,商業,19,2,2,53,5,3,2004
63,東海道本線,横浜,徒歩10分以内,西区西平沼町,54万円,80〜100m²,3LDK,2004年から,2014年1月〜,商業,19,2,2,54,5,3,2004
64,東海道本線,横浜,徒歩10分以内,西区花咲町,62万円,60〜80m²,3LDK,2011年から,2014年1月〜,商業,19,2,2,62,4,3,2011
65,東海道本線,横浜,徒歩10分以内,西区花咲町,64万円,40〜60m²,2LDK,2011年から,2014年1月〜,商業,19,2,2,64,3,2,2011
66,東海道本線,横浜,徒歩10分以内,西区平沼,30万円,60〜80m²,3DK,1978年から,2013年4月〜,-,19,2,2,30,4,3,1978
67,東海道本線,横浜,徒歩10分以内,西区平沼,32万円,0〜20m²,1K,1990年から,2013年4月〜,商業,19,2,2,32,1,1,1990
68,東海道本線,横浜,徒歩10分以内,西区平沼,35万円,0〜20m²,ワンルーム,1992年から,2013年4月〜,商業,19,2,2,35,1,1,1992
69,東海道本線,横浜,徒歩10分以内,西区平沼,37万円,60〜80m²,3DK,1978年から,2013年4月〜,商業,19,2,2,37,4,3,1978
70,東海道本線,横浜,徒歩10分以内,西区平沼,38万円,60〜80m²,2SLDK,1999年から,2013年4月〜,商業,19,2,2,38,4,2,1999
71,東海道本線,横浜,徒歩10分以内,西区平沼,41万円,40〜60m²,2LDK,1996年から,2013年10月〜,商業,19,2,2,41,3,2,1996
72,東海道本線,横浜,徒歩10分以内,西区平沼,44万円,0〜20m²,ワンルーム,1989年から,2014年1月〜,商業,19,2,2,44,1,1,1989
73,東海道本線,横浜,徒歩10分以内,西区平沼,48万円,40〜60m²,3DK,1996年から,2013年10月〜,商業,19,2,2,48,3,3,1996
74,東海道本線,横浜,徒歩10分以内,西区平沼,50万円,40〜60m²,1LDK,2003年から,2013年7月〜,商業,19,2,2,50,3,1,2003
75,東海道本線,横浜,徒歩10分以内,西区平沼,51万円,60〜80m²,2LDK,2003年から,2013年7月〜,商業,19,2,2,51,4,2,2003
76,東海道本線,横浜,徒歩10分以内,西区平沼,55万円,60〜80m²,3LDK,2003年から,2013年7月〜,商業,19,2,2,55,4,3,2003
77,東海道本線,横浜,徒歩10分以内,西区平沼,56万円,40〜60m²,1LDK,2003年から,2013年10月〜,商業,19,2,2,56,3,1,2003
78,東海道本線,横浜,徒歩10分以内,西区平沼,67万円,40〜60m²,1LDK,2010年から,2013年7月〜,商業,19,2,2,67,3,1,2010
79,東海道本線,横浜,徒歩10分以内,西区平沼,74万円,20〜40m²,1LDK,2011年から,2014年1月〜,商業,19,2,2,74,2,1,2011
80,東海道本線,横浜,徒歩15分以内,神奈川区泉町,52万円,60〜80m²,3LDK,1996年から,2013年10月〜,近隣商業,19,2,3,52,4,3,1996
81,東海道本線,横浜,徒歩15分以内,神奈川区栄町,43万円,60〜80m²,2LDK,2002年から,2013年4月〜,商業,19,2,3,43,4,2,2002
82,東海道本線,横浜,徒歩15分以内,神奈川区栄町,60万円,40〜60m²,2LDK,2008年から,2014年1月〜,商業,19,2,3,60,3,2,2008
83,東海道本線,横浜,徒歩15分以内,神奈川区栄町,74万円,80〜100m²,3LDK,2000年から,2013年4月〜,工業,19,2,3,74,5,3,2000
84,東海道本線,横浜,徒歩15分以内,神奈川区松ケ丘,61万円,60〜80m²,3LDK,2008年から,2014年1月〜,一種低層,19,2,3,61,4,3,2008
85,東海道本線,横浜,徒歩15分以内,西区岡野,51万円,60〜80m²,2SLDK,1999年から,2014年1月〜,準工業,19,2,3,51,4,2,1999
86,東海道本線,横浜,徒歩15分以内,西区岡野,63万円,60〜80m²,3LDK,2003年から,2013年4月〜,一種住居,19,2,3,63,4,3,2003
87,東海道本線,横浜,徒歩15分以内,西区北軽井沢,55万円,60〜80m²,3LDK,2007年から,2014年1月〜,一種住居,19,2,3,55,4,3,2007
88,東海道本線,横浜,徒歩15分以内,西区北軽井沢,58万円,60〜80m²,3LDK,2007年から,2013年4月〜,一種住居,19,2,3,58,4,3,2007
89,東海道本線,横浜,徒歩15分以内,西区楠町,25万円,20〜40m²,1K,1980年から,2013年10月〜,商業,19,2,3,25,2,1,1980
90,東海道本線,横浜,徒歩15分以内,西区楠町,46万円,60〜80m²,3LDK,2000年から,2013年10月〜,商業,19,2,3,46,4,3,2000
91,東海道本線,横浜,徒歩15分以内,西区桜木町,41万円,40〜60m²,3LDK,1995年から,2014年1月〜,商業,19,2,3,41,3,3,1995
92,東海道本線,横浜,徒歩15分以内,西区浅間町,16万円,20〜40m²,2K,1970年から,2013年10月〜,商業,19,2,3,16,2,2,1970
93,東海道本線,横浜,徒歩15分以内,西区浅間町,51万円,60〜80m²,2LDK,2004年から,2014年1月〜,近隣商業,19,2,3,51,4,2,2004
94,東海道本線,横浜,徒歩15分以内,西区浅間町,53万円,60〜80m²,2LDK,2003年から,2013年7月〜,商業,19,2,3,53,4,2,2003
95,東海道本線,横浜,徒歩15分以内,西区浅間町,54万円,60〜80m²,2LDK,2000年から,2014年1月〜,商業,19,2,3,54,4,2,2000
96,東海道本線,横浜,徒歩15分以内,西区中央,54万円,40〜60m²,1LDK,2009年から,2014年1月〜,商業,19,2,3,54,3,1,2009
97,東海道本線,横浜,徒歩15分以内,西区中央,54万円,40〜60m²,2LDK,2009年から,2013年4月〜,商業,19,2,3,54,3,2,2009
98,東海道本線,横浜,徒歩15分以内,西区中央,55万円,40〜60m²,1LDK,2009年から,2014年1月〜,商業,19,2,3,55,3,1,2009
99,東海道本線,横浜,徒歩15分以内,西区中央,57万円,40〜60m²,2LDK,2009年から,2013年7月〜,-,19,2,3,57,3,2,2009
100,東海道本線,横浜,徒歩15分以内,西区戸部町,45万円,60〜80m²,3LDK,1996年から,2013年7月〜,商業,19,2,3,45,4,3,1996
101,東海道本線,横浜,徒歩15分以内,西区戸部町,50万円,40〜60m²,1LDK,2003年から,2014年1月〜,商業,19,2,3,50,3,1,2003
102,東海道本線,横浜,徒歩15分以内,西区戸部町,53万円,40〜60m²,1LDK,2003年から,2013年10月〜,近隣商業,19,2,3,53,3,1,2003
103,東海道本線,横浜,徒歩15分以内,西区平沼,12万円,40〜60m²,ワンルーム,1978年から,2013年7月〜,商業,19,2,3,12,3,1,1978
104,東海道本線,横浜,徒歩15分以内,西区平沼,27万円,20〜40m²,ワンルーム,1988年から,2014年1月〜,商業,19,2,3,27,2,1,1988
105,東海道本線,横浜,徒歩15分以内,西区平沼,30万円,20〜40m²,ワンルーム,1986年から,2013年7月〜,商業,19,2,3,30,2,1,1986
106,東海道本線,横浜,徒歩15分以内,西区平沼,39万円,60〜80m²,2SLDK,2000年から,2013年4月〜,商業,19,2,3,39,4,2,2000
107,東海道本線,横浜,徒歩15分以内,西区平沼,42万円,40〜60m²,2LDK,1992年から,2014年1月〜,商業,19,2,3,42,3,2,1992
108,東海道本線,横浜,徒歩15分以内,西区平沼,44万円,60〜80m²,1SLDK,2000年から,2013年10月〜,商業,19,2,3,44,4,1,2000
109,東海道本線,横浜,徒歩15分以内,西区平沼,46万円,80〜100m²,3LDK,1998年から,2013年10月〜,商業,19,2,3,46,5,3,1998
110,東海道本線,横浜,徒歩15分超,神奈川区沢渡,16万円,40〜60m²,2LDK,1968年から,2014年1月〜,一種中高層,19,2,4,16,3,2,1968
111,東海道本線,横浜,徒歩15分超,西区浅間台,16万円,40〜60m²,2LDK,1970年から,2013年4月〜,一種低層,19,2,4,16,3,2,1970
112,東海道本線,横浜,徒歩15分超,西区浅間町,39万円,60〜80m²,3LDK,1994年から,2014年1月〜,近隣商業,19,2,4,39,4,3,1994
113,東海道本線,横浜,徒歩15分超,西区平沼,34万円,40〜60m²,3LDK,1996年から,2013年4月〜,商業,19,2,4,34,3,3,1996
114,東海道本線,横浜,徒歩15分超,西区宮ケ谷,17万円,20〜40m²,ワンルーム,1987年から,2013年4月〜,一種住居,19,2,4,17,2,1,1987
115,東海道本線,横浜,徒歩15分超,西区宮ケ谷,19万円,40〜60m²,3DK,1970年から,2013年10月〜,一種住居,19,2,4,19,3,3,1970
116,東海道本線,横浜,徒歩15分超,西区宮ケ谷,20万円,60〜80m²,3LDK,1971年から,2014年1月〜,一種住居,19,2,4,20,4,3,1971
117,東海道本線,横浜,徒歩15分超,西区宮ケ谷,26万円,80〜100m²,4LDK,1987年から,2013年4月〜,一種住居,19,2,4,26,5,4,1987
118,東海道本線,横浜,徒歩15分超,西区宮ケ谷,32万円,80〜100m²,3SLDK,2000年から,2014年1月〜,一種住居,19,2,4,32,5,3,2000
119,東海道本線,横浜,徒歩15分超,西区宮ケ谷,35万円,60〜80m²,2SLDK,2000年から,2014年1月〜,一種住居,19,2,4,35,4,2,2000
120,東海道本線,横浜,徒歩15分超,西区宮ケ谷,38万円,60〜80m²,3LDK,2002年から,2013年4月〜,-,19,2,4,38,4,3,2002
121,東海道本線,横浜,徒歩15分超,西区宮ケ谷,38万円,80〜100m²,2SLDK,2000年から,2014年1月〜,一種住居,19,2,4,38,5,2,2000
122,東海道本線,横浜,徒歩15分超,西区宮ケ谷,40万円,80〜100m²,3LDK,2000年から,2013年10月〜,一種住居,19,2,4,40,5,3,2000
123,東海道本線,横浜,徒歩15分超,西区宮ケ谷,42万円,80〜100m²,3LDK,2002年から,2014年1月〜,一種住居,19,2,4,42,5,3,2002
124,東海道本線,横浜,徒歩15分超,西区宮ケ谷,46万円,80〜100m²,2SLDK,2002年から,2013年7月〜,一種住居,19,2,4,46,5,2,2002
125,東海道本線,横浜,徒歩15分超,西区宮ケ谷,46万円,80〜100m²,3LDK,2002年から,2013年4月〜,一種住居,19,2,4,46,5,3,2002
126,東海道本線,横浜,徒歩15分超,西区宮ケ谷,47万円,80〜100m²,3LDK,2002年から,2014年1月〜,一種住居,19,2,4,47,5,3,2002
127,東海道本線,横浜,バス,神奈川区三枚町,16万円,60〜80m²,3LDK,1982年から,2013年7月〜,一種住居,19,2,5,16,4,3,1982
128,東海道本線,横浜,バス,神奈川区羽沢町,13万円,40〜60m²,3DK,1982年から,2013年7月〜,一種住居,19,2,5,13,3,3,1982
129,東海道本線,横浜,バス,神奈川区羽沢南,29万円,100〜120m²,3LDK,2001年から,2013年4月〜,一種住居,19,2,5,29,6,3,2001
130,東海道本線,横浜,バス,西区浅間町,26万円,40〜60m²,3DK,1980年から,2013年7月〜,商業,19,2,5,26,3,3,1980
131,東海道本線,横浜,バス,西区宮ケ谷,28万円,40〜60m²,2LDK,1985年から,2013年10月〜,一種住居,19,2,5,28,3,2,1985
132,南武線,尻手,徒歩5分以内,鶴見区尻手,19万円,20〜40m²,2DK,1980年から,2013年7月〜,準工業,7,3,1,19,2,2,1980
133,南武線,尻手,徒歩5分以内,鶴見区尻手,30万円,60〜80m²,3LDK,1994年から,2013年10月〜,準工業,7,3,1,30,4,3,1994
134,南武線,尻手,徒歩5分以内,鶴見区尻手,39万円,60〜80m²,2LDK,1998年から,2013年7月〜,準工業,7,3,1,39,4,2,1998
135,南武線,尻手,徒歩5分以内,鶴見区尻手,41万円,60〜80m²,2LDK,1998年から,2013年10月〜,準工業,7,3,1,41,4,2,1998
136,南武線,尻手,徒歩5分以内,鶴見区尻手,45万円,80〜100m²,4LDK,1998年から,2014年1月〜,準工業,7,3,1,45,5,4,1998
137,南武線,尻手,徒歩5分以内,鶴見区矢向,28万円,0〜20m²,ワンルーム,1989年から,2012年10月〜,一種住居,7,3,1,28,1,1,1989
138,南武線,尻手,徒歩10分以内,鶴見区尻手,37万円,60〜80m²,2SLDK,1998年から,2013年7月〜,準工業,7,3,2,37,4,2,1998
139,南武線,尻手,徒歩10分以内,鶴見区尻手,37万円,60〜80m²,3LDK,2005年から,2014年1月〜,準工業,7,3,2,37,4,3,2005
140,南武線,尻手,徒歩10分以内,鶴見区尻手,38万円,60〜80m²,3LDK,2005年から,2013年10月〜,-,7,3,2,38,4,3,2005
141,南武線,尻手,徒歩10分以内,鶴見区尻手,38万円,60〜80m²,3LDK,2003年から,2013年7月〜,準工業,7,3,2,38,4,3,2003
142,南武線,尻手,徒歩10分以内,鶴見区尻手,42万円,60〜80m²,3LDK,2001年から,2013年10月〜,工業,7,3,2,42,4,3,2001
143,南武線,尻手,徒歩10分以内,鶴見区尻手,43万円,60〜80m²,3LDK,2001年から,2013年7月〜,工業,7,3,2,43,4,3,2001
144,南武線,尻手,徒歩10分以内,鶴見区尻手,44万円,80〜100m²,3LDK,2005年から,2013年4月〜,準工業,7,3,2,44,5,3,2005
145,南武線,尻手,徒歩10分以内,鶴見区尻手,48万円,60〜80m²,3LDK,2001年から,2014年1月〜,工業,7,3,2,48,4,3,2001
146,南武線,尻手,徒歩10分以内,鶴見区尻手,48万円,60〜80m²,3LDK,2001年から,2013年4月〜,工業,7,3,2,48,4,3,2001
147,南武線,尻手,徒歩10分以内,鶴見区尻手,51万円,80〜100m²,3SLDK,2001年から,2014年1月〜,工業,7,3,2,51,5,3,2001
148,南武線,尻手,徒歩10分以内,鶴見区矢向,7万円,40〜60m²,2DK,1974年から,2013年7月〜,近隣商業,7,3,2,7,3,2,1974
149,南武線,尻手,徒歩10分以内,鶴見区矢向,14万円,40〜60m²,2DK,1974年から,2013年10月〜,一種住居,7,3,2,14,3,2,1974
150,南武線,尻手,徒歩10分以内,鶴見区矢向,17万円,40〜60m²,3DK,1980年から,2013年7月〜,一種住居,7,3,2,17,3,3,1980
151,南武線,尻手,徒歩10分以内,鶴見区矢向,21万円,40〜60m²,2SDK,1985年から,2013年7月〜,一種住居,7,3,2,21,3,2,1985
152,南武線,尻手,徒歩10分以内,鶴見区矢向,23万円,20〜40m²,ワンルーム,1988年から,2013年4月〜,一種住居,7,3,2,23,2,1,1988
153,南武線,尻手,徒歩10分以内,鶴見区矢向,29万円,80〜100m²,3LDK,2004年から,2013年10月〜,準工業,7,3,2,29,5,3,2004
154,南武線,尻手,徒歩10分以内,鶴見区矢向,33万円,60〜80m²,3LDK,2005年から,2013年4月〜,準工業,7,3,2,33,4,3,2005
155,南武線,尻手,徒歩10分以内,鶴見区矢向,34万円,60〜80m²,3LDK,2004年から,2013年4月〜,準工業,7,3,2,34,4,3,2004
156,南武線,尻手,徒歩10分以内,鶴見区矢向,36万円,60〜80m²,2SLDK,2000年から,2013年7月〜,工業,7,3,2,36,4,2,2000
157,南武線,尻手,徒歩10分以内,鶴見区矢向,37万円,40〜60m²,2DK,1985年から,2013年7月〜,二種住居,7,3,2,37,3,2,1985
158,南武線,尻手,徒歩10分以内,鶴見区矢向,38万円,60〜80m²,3LDK,2005年から,2013年4月〜,-,7,3,2,38,4,3,2005
159,南武線,尻手,徒歩10分以内,鶴見区矢向,39万円,60〜80m²,3LDK,2000年から,2013年10月〜,工業,7,3,2,39,4,3,2000
160,南武線,尻手,徒歩15分以内,鶴見区江ケ崎町,37万円,60〜80m²,3LDK,2000年から,2013年4月〜,工業,7,3,3,37,4,3,2000
161,南武線,尻手,徒歩15分以内,鶴見区江ケ崎町,38万円,60〜80m²,3LDK,2000年から,2013年7月〜,-,7,3,3,38,4,3,2000
162,南武線,尻手,徒歩15分以内,鶴見区尻手,29万円,80〜100m²,4LDK,1999年から,2014年1月〜,工業,7,3,3,29,5,4,1999
163,南武線,尻手,徒歩15分以内,鶴見区尻手,43万円,60〜80m²,3LDK,2010年から,2013年4月〜,準工業,7,3,3,43,4,3,2010
164,南武線,尻手,徒歩15分以内,鶴見区元宮,16万円,60〜80m²,3LDK,1980年から,2013年10月〜,一種住居,7,3,3,16,4,3,1980
165,南武線,尻手,徒歩15分以内,鶴見区矢向,31万円,60〜80m²,3LDK,1998年から,2013年4月〜,-,7,3,3,31,4,3,1998
166,南武線,尻手,徒歩15分超,鶴見区江ケ崎町,35万円,60〜80m²,3LDK,2005年から,2013年4月〜,工業,7,3,4,35,4,3,2005
167,南武線,尻手,徒歩15分超,鶴見区江ケ崎町,36万円,60〜80m²,3LDK,2005年から,2014年1月〜,工業,7,3,4,36,4,3,2005
168,南武線,尻手,徒歩15分超,鶴見区江ケ崎町,36万円,60〜80m²,3LDK,2005年から,2013年10月〜,工業,7,3,4,36,4,3,2005
169,南武線,尻手,徒歩15分超,鶴見区江ケ崎町,36万円,60〜80m²,3LDK,2005年から,2013年7月〜,工業,7,3,4,36,4,3,2005
170,南武線,尻手,徒歩15分超,鶴見区江ケ崎町,36万円,60〜80m²,3LDK,2005年から,2013年1月〜,工業,7,3,4,36,4,3,2005
171,南武線,尻手,徒歩15分超,鶴見区江ケ崎町,36万円,80〜100m²,3LDK,2005年から,2013年10月〜,工業,7,3,4,36,5,3,2005
172,南武線,尻手,徒歩15分超,鶴見区江ケ崎町,37万円,80〜100m²,3LDK,2005年から,2014年1月〜,工業,7,3,4,37,5,3,2005
173,南武線,尻手,徒歩15分超,鶴見区江ケ崎町,38万円,60〜80m²,3LDK,2005年から,2013年10月〜,工業,7,3,4,38,4,3,2005
174,南武線,尻手,徒歩15分超,鶴見区矢向,18万円,40〜60m²,3DK,1983年から,2014年1月〜,二種住居,7,3,4,18,3,3,1983
175,南武線,矢向,徒歩5分以内,鶴見区矢向,41万円,60〜80m²,3LDK,1999年から,2013年7月〜,近隣商業,26,3,1,41,4,3,1999
176,南武線,矢向,徒歩5分以内,鶴見区矢向,43万円,60〜80m²,2SLDK,1999年から,2014年1月〜,近隣商業,26,3,1,43,4,2,1999
177,南武線,矢向,徒歩10分以内,鶴見区江ケ崎町,52万円,60〜80m²,2SLDK,2011年から,2014年1月〜,準工業,26,3,2,52,4,2,2011
178,南武線,矢向,徒歩10分以内,鶴見区矢向,41万円,60〜80m²,3LDK,2001年から,2013年4月〜,-,26,3,2,41,4,3,2001
179,南武線,矢向,徒歩10分以内,鶴見区矢向,42万円,60〜80m²,3LDK,2001年から,2013年4月〜,-,26,3,2,42,4,3,2001
180,南武線,矢向,徒歩10分以内,鶴見区矢向,52万円,60〜80m²,3LDK,2009年から,2013年7月〜,一種住居,26,3,2,52,4,3,2009
181,鶴見線,鶴見,徒歩5分以内,鶴見区鶴見中央,29万円,0〜20m²,ワンルーム,1981年から,2013年4月〜,商業,38,4,1,29,1,1,1981
182,鶴見線,鶴見,徒歩5分以内,鶴見区鶴見中央,34万円,0〜20m²,ワンルーム,1981年から,2013年4月〜,商業,38,4,1,34,1,1,1981
